name,brand,quantity,generic_name,image_url,categories,labels,allergens,nutriscore,nova_group,ecoscore,origins
Filegro Ofen-Backfisch 4 Stück,Filegro,480 g,Fisch,,en:seafood|en:fishes-and-their-products|en:fishes|en:frozen-foods|en:breaded-products|en:fish-preparations|en:frozen-seafood|en:frozen-fishes|en:breaded-fish,en:sustainable|en:sustainable-fishery|en:no-flavors|en:nutriscore|en:pefc|en:responsible-aquaculture|en:responsible-aquaculture-asc|en:sustainable-seafood-msc,en:fish|en:gluten|en:milk,c,4,d,"FAO 61,FAO 67"
Wild-Heidelbeeren,Edeka,750g,Obst,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:frozen-foods|en:fruits-based-foods|en:frozen-plant-based-foods|en:fruits|en:berries|en:frozen-fruits|en:blueberries|en:frozen-berries|en:frozen-blueberries,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2018-gold-medal-of-the-german-agricultural-society|en:no-added-sugar|en:nutriscore|en:nutriscore-grade-a,,a,1,c,Kanada
Cremefine laktosefrei,Rama,,,https://images.openfoodfacts.org/images/products/871/090/891/0289/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats,,,,2,,
Bärlauch Gurken,Kühne,670g,Gewürzgurken,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:pickles|en:canned-vegetables|en:plant-based-pickles|en:pickled-vegetables|en:pickled-cucumbers|en:gherkins,en:vegetarian|en:vegan,,c,,,
Blinys mit Hackfleischfüllung,Dovgan,500 g,Pfannkuchen,https://images.openfoodfacts.org/images/products/403/254/900/3613/4.400.jpg,en:crepes-and-galettes|en:pancakes|de:blinys,en:green-dot,en:eggs|en:gluten|en:milk,c,3,,
Milder Joghurt Bratapfel,REWE Bio,150 g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts,en:organic|en:eu-organic|en:no-gmos|en:non-eu-agriculture|de:eg-öko-verordnung|de:ohne-gentechnik|en:at-bio-301|en:eu-agriculture|en:eu-non-eu-agriculture|en:no-flavors,en:milk,c,4,a,
Der Große Bauer Mango Müsli,Bauer,250 g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts,,en:gluten|en:milk|en:nuts,c,4,a,pl:niemcy
Auf's Brot Kirschtomate & Basilikum,Allos,140 g,Aufstrich,https://images.openfoodfacts.org/images/products/401/624/915/0372/17.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:vegan-products|en:plant-based-spreads|en:salted-spreads|en:vegan-vegetable-spreads,en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|en:de-oko-003|en:de-oko-005|en:green-dot,,d,3,,
Blaubeere Cup Cake,REWE Beste Wahl,300 ml,Eis,https://images.openfoodfacts.org/images/products/438/884/416/8374/1.400.jpg,en:desserts|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams|en:ice-cream-tubs,,en:gluten|en:milk,d,4,b,
Herbst Muesli,mymuesli,575g,Müsli,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:cereals-with-fruits|en:mueslis|en:mueslis-with-fruits,en:organic|en:vegetarian|en:eu-organic|en:source-of-fibre|en:vegan|de:eg-öko-verordnung|en:biokreis|en:de-oko-037|en:high-fibres|en:made-in-germany|en:no-milk|en:no-palm-oil,en:gluten|en:nuts|en:gluten|de:dinkelweizenvollkornmehl,d,4,a,
Vegetarischer Erbsen-Eintopf,Erasco,800 g,Suppe,https://images.openfoodfacts.org/images/products/403/730/010/4004/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:meals|en:soups|en:vegetable-soups|en:canned-meals|en:canned-soups,en:vegetarian|en:no-preservatives|en:vegan|en:european-vegetarian-union|en:no-artificial-colors|en:no-flavour-enhancer,en:celery,a,4,a,
Nudelfertiggericht mit Zwiebeln und Mais,American,160 g,,https://images.openfoodfacts.org/images/products/23340749/1.400.jpg,en:meals|en:pasta-dishes,en:made-in-germany,,,,,
Nelken - ganz,Ostmann,25g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices,,,,,,
Nelken - gemahlen,Fuchs,20g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:food-additives|en:flavors|en:cloves|en:groceries|en:spices-additives,,,,1,,
Mustard Senf scharf,Tracklements,140g,Soße,https://images.openfoodfacts.org/images/products/501/937/800/0340/3.400.jpg,en:condiments|en:sauces|en:mustards|en:groceries,en:no-gluten,en:mustard,,3,c,
Der Insektenriegel Chia Hazelnut,Swarm Protein,50 g,,https://images.openfoodfacts.org/images/products/426/057/336/0024/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:sweet-snacks|en:nuts-and-their-products|en:bars|en:cereal-bars|en:nut-bars,en:made-in-germany,en:gluten|en:nuts|de:grillenpulver|en:crickets,c,4,,
Pudding Mandelgeschmack,Dr. Oetker,3x37g,Pudding,,en:desserts|en:cooking-helpers|en:puddings|en:dessert-mixes|en:mixes-for-jelly-desserts|de:mandelpuddingpulver|de:puddingpulver,en:green-dot,,a,4,,
Leicht halbfett Margarine,Landkost,500 g,Aufstrich,https://images.openfoodfacts.org/images/products/40264073/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:spreads|en:plant-based-spreads|en:salted-spreads|en:vegetable-fats|en:spreadable-fats|en:margarines|en:light-margarines,,en:milk,c,4,c,
"Lebkuchen Herzen, Sterne, Brezeln - Zartbitter",Netto MD,500 g,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:gingerbreads|en:plain-gingerbreads-covered-with-chocolate,en:vegetarian|en:vegan|en:fsc|en:fsc-mix|en:rainforest-alliance|en:rainforest-alliance-cocoa|en:v-label-international|en:v-label-international-vegan,en:gluten|en:soybeans,d,4,a,
Merci Kaffee-Sahne,Storck,100g,Schokolade,,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|de:vollmilchschokolade,en:green-dot|en:made-in-germany,en:milk|en:soybeans,e,4,,
Ja Bratwurst,ja!,4pcs,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages|en:raw-sausage-meat-with-pure-pork,en:nutriscore|en:nutriscore-grade-d|en:qs-certification-mark,,d,,,
Riffels Chili & Paprika,funny-frisch,150 g,Kartoffelchips,https://images.openfoodfacts.org/images/products/400/358/600/0330/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:salty-snacks|en:appetizers|en:chips-and-fries|en:meals|en:crisps|en:potato-crisps|en:flavoured-potato-crisps,en:no-gluten|en:vegetarian|en:crossed-grain-trademark|en:vegan|en:dzg-gluten-free|en:made-in-germany,,d,4,a,
Steinofen Pizza Diavolo,Hasa Gmbh,680 g,Tiefkühlpizza,https://images.openfoodfacts.org/images/products/431/626/854/0704/12.400.jpg,en:frozen-foods|en:meals|en:pizzas-pies-and-quiches|en:pizzas|en:frozen-pizzas-and-pies|en:frozen-pizzas,en:fsc|en:fsc-mix|en:made-in-germany,en:gluten|en:milk,d,4,,
Veganz Weisse Erdbeer-Crisp,Veganz,80 g,Weiße Schokolade,https://images.openfoodfacts.org/images/products/426/040/248/5058/5.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolates|en:white-chocolates|en:cacao-et-derives|en:confiseries-chocolatees|en:snacks-sucres,en:organic|en:vegetarian|en:eu-organic|en:non-eu-agriculture|en:vegan|de:eg-öko-verordnung|en:carbon-footprint|en:cz-bio-002|en:de-oko-013|en:eu-agriculture|en:eu-non-eu-agriculture|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:fsc|en:fsc-mix|en:green-dot|en:made-in-germany|en:pure-cocoa-butter|en:carbon-footprint|en:carbon-footprint|en:carbon-footprint|en:carbon-footprint|en:carbon-footprint|en:carbon-footprint|en:carbon-footprint,en:nuts,e,3,c,
Kokos Makronen mit Zartbitterschokolade,Aachener Zucker und Backwaren Paul Schaeffer,200 g,,https://images.openfoodfacts.org/images/products/22173782/5.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:pastries|en:coconut-macaroons,en:nutriscore|en:nutriscore-grade-e,en:milk,e,4,c,
Früchteriegel Apfel-Banane,Babydream,25g,,https://images.openfoodfacts.org/images/products/430/561/554/1655/4.400.jpg,en:snacks|en:sweet-snacks|en:bars|en:cereal-bars|de:fruchtriegel,en:organic|en:eu-organic|de:eg-öko-verordnung|en:no-added-sugar,en:gluten,d,3,,
Rosmarin Meersalz Vollkorn-Snack,Dr. Karg's,110 g,Kekse,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,en:vegetarian|en:source-of-fibre|en:vegan|en:high-fibres|de:ohne-zusatzstoffe|de:natürliche-zutaten,,e,,c,
Frühlings Quark,Milram,410 g,Frischkäse,https://images.openfoodfacts.org/images/products/40363066/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:desserts|en:dairy-desserts|en:quarks|en:cream-cheeses,,,c,,d,
Kichererbsen abgel.,Gartenkrone,800g,Kichererbsen,https://images.openfoodfacts.org/images/products/23239067/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:legumes|en:seeds|en:legume-seeds|en:pulses|en:chickpeas,,,b,3,a,
Schlesische Gurkenhappen,Meiko,290 g,Gewürzgurken,https://images.openfoodfacts.org/images/products/400/369/101/2068/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:pickles|en:canned-vegetables|en:plant-based-pickles|en:pickled-vegetables|en:pickled-cucumbers|en:gherkins|en:pickled-gherkins,,,,,,
Tomatensauce Klassik,Edeka,1pcs,Nudelsoße,https://images.openfoodfacts.org/images/products/431/150/162/4555/5.400.jpg,en:condiments|en:sauces|en:pasta-sauces|en:tomato-sauces,en:organic|en:eu-organic|de:eg-öko-verordnung|en:de-oko-001,,c,3,,
Nudeln Mie Noodles,Diamond,,Nudeln,https://images.openfoodfacts.org/images/products/431/673/406/9036/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:noodles,,,b,,,
Uncle Ben's süß-sauer ohne Zuckerzusatz,Uncle Ben's,395g,Soße,https://images.openfoodfacts.org/images/products/400/235/900/8320/1.400.jpg,en:condiments|en:sauces|en:sweet-and-sour-sauces|en:groceries,en:no-added-sugar,en:celery,b,4,a,
Gemüse Curry,Erasco,800g,,,en:canned-foods|en:meals|en:canned-meals,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan,,b,,,
Feurige Thai-Suppe,Erasco,390ml,Suppe,,en:canned-foods|en:meals|en:soups|en:canned-meals|en:canned-soups,,en:eggs|en:gluten|en:soybeans,a,4,,
Zwiebelsuppe französische Art,Sonnen Bassermann,,Suppe,https://images.openfoodfacts.org/images/products/400/247/381/4456/8.400.jpg,en:canned-foods|en:meals|en:soups|en:canned-meals|en:canned-soups|en:zwiebelsuppe,en:no-preservatives,en:milk,c,4,,
Tomaten in Stücken Mediterran,Edeka,390g,Gemüse,https://images.openfoodfacts.org/images/products/431/150/144/2074/6.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:vegetables|en:canned-vegetables|en:tomatoes-and-their-products|en:tomatoes|en:canned-tomatoes|en:peeled-tomatoes,en:fsc|en:fsc-mix,,a,3,b,
Rhabarberkompott,Alnatura,360 g,,https://images.openfoodfacts.org/images/products/410/442/020/4669/10.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:desserts|en:fruits-based-foods|en:purees|en:compotes|en:rhubarb-compotes,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:bio-7-initiative|en:de-oko-003|en:the-vegan-society|de:bio-label-german,,b,3,,
Samt Soft Lilac Kirsch Cassis,Schwartau,270 g,Aufstrich,https://images.openfoodfacts.org/images/products/401/180/018/2618/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:plant-based-spreads,,,d,3,,
New York Marmelade,Schwartau,,Aufstrich,https://images.openfoodfacts.org/images/products/401/180/019/0217/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:citrus-jams|en:marmalades,,,,,,
Schweizer Gruyère AOP,FKS GmbH,,Hartkäse,https://images.openfoodfacts.org/images/products/289/252/800/1496/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cow-cheeses|en:hard-cheeses|en:unpasteurised-products|en:unpasteurised-cheeses|en:cheeses-from-switzerland|en:swiss-gruyeres,en:made-in-swiss,en:milk|en:milk,d,3,b,"Niederlande,Bodegraven,Südholland"
Pesto aux basilique et pignons de pin,San Fabio,190 g,Soße,https://images.openfoodfacts.org/images/products/22141392/8.400.jpg,en:condiments|en:sauces|en:pestos|en:groceries,,en:eggs|en:milk|en:nuts,d,4,c,
Butter Gemüse,Edeka,300g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:frozen-plant-based-foods|en:frozen-vegetables|en:frozen-plant-based-foods-mixes,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2018-gold-medal-of-the-german-agricultural-society,en:milk,a,3,,
Haselnuss Chokolade,EZA,100g,Vollmilchschokolade,https://images.openfoodfacts.org/images/products/900/459/397/3223/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:milk-chocolates|en:chocolates-with-hazelnuts|en:milk-chocolates-with-hazelnuts,en:fair-trade|en:organic,en:milk|en:nuts,e,3,e,
K-take it veggie Vegane Bällchen,K-take it veggie,200 g,,https://images.openfoodfacts.org/images/products/433/718/531/8580/11.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:meat-alternatives|en:meat-analogues|en:meat-analogues-from-soy-or-wheat-proteins|en:vegetarian-balls|en:balls-from-soy-and-or-wheat-proteins,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:nutriscore|en:nutriscore-grade-b,en:eggs|en:gluten|en:mustard|en:soybeans|en:senf|en:weizen,c,4,a,Netherlands
Porridge Pomme-Cannelle,Seeberger,400,,https://images.openfoodfacts.org/images/products/400/825/822/1006/8.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals,en:organic|en:eu-organic|en:non-eu-agriculture|en:de-oko-001|en:eu-agriculture|en:eu-non-eu-agriculture,en:gluten,a,3,c,
Hühnerfrikassee mit Reisbeilage,Snack Time,400 g,,https://images.openfoodfacts.org/images/products/406/145/802/7137/1.400.jpg,en:meats-and-their-products|en:frozen-foods|en:meals|en:meals-with-meat|en:rice-dishes|en:poultry-meals|en:meals-with-chicken|de:frikassee,en:contains-alcohol|de:atc,en:celery|en:eggs|en:gluten|en:milk|en:mustard,c,4,e,Brasilien
Joghurtmunis,Desira,4 x 100 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,,,c,,b,
Eiscreme Schokolade mit Schlagsahne,Eisbär Eis,1000ml,Eis,https://images.openfoodfacts.org/images/products/438/884/022/2032/4.400.jpg,en:desserts|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams,en:sustainable-farming|en:utz-certified|en:utz-certified-cocoa,en:milk|en:nuts|en:peanuts|en:soybeans,d,4,a,
Schweinsbrat Würstel,Dallmayr,,Wurst,https://images.openfoodfacts.org/images/products/402/696/349/0821/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:cured-sausages,,,e,4,,
Asia Snack Box Chinmi Gemüse,Steinhaus,110g,Nudeln,https://images.openfoodfacts.org/images/products/400/933/790/3103/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles|de:asiatisch|de:teigtaschen,,en:celery|en:gluten|en:milk|en:sesame-seeds|en:soybeans,d,4,,
Bio Landkäse geräuchert,Bio Bauern,200 g,Käse,https://images.openfoodfacts.org/images/products/404/090/011/7275/7.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:sliced-cheeses,en:organic|en:eu-organic|en:bioland,,d,3,c,
Der kleine Bauer - Stracciatella,Bauer,400 g (4 x 100 g),Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts|en:chocolate-chunks-yogurts,,en:milk,c,4,c,
Trauben Nuss Vollkornmüsli,Kornmühle,1000 g,Müsli,https://images.openfoodfacts.org/images/products/431/626/855/2370/12.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:cereals-with-fruits|en:mueslis|en:mueslis-with-fruits,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2021-gold-medal-of-the-german-agricultural-society,en:gluten|en:nuts|en:peanuts,a,3,b,
Knusperbrot - Mais,Bio Primo,130 g,,https://images.openfoodfacts.org/images/products/220/007/283/8404/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:extruded-crispbreads,en:no-gluten|en:organic|en:eu-organic|de:eg-öko-verordnung,,c,3,,
Baked Beans Knoblauch und Kräuter,Real Quality,400g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:meals|en:prepared-vegetables|en:baked-beans-in-tomato-sauce,,,,,a,
Fleur de Sel,Le Guérandais,1000g,Salz,https://images.openfoodfacts.org/images/products/344/585/007/0822/1.400.jpg,en:condiments|en:salts|en:sea-salts|en:unrefined-salts|en:fleurs-de-sel|en:groceries,,,,2,a,
Hähnchen-Käse Baguette,Netto MD,,Brot,https://images.openfoodfacts.org/images/products/431/626/845/8276/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:sandwiches|en:breads|en:baguettes,,en:eggs|en:gluten|en:milk|en:mustard,d,4,a,
Williams Christ Birne,Edeka,460g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:canned-foods|en:canned-plant-based-foods|en:canned-fruits,,,,,,
Latte macchiato,Sulá,,,https://images.openfoodfacts.org/images/products/400/345/513/4210/3.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies,en:no-added-sugar|en:no-caffeine|en:with-sweeteners,en:milk|en:soybeans,d,4,d,
Rinder-Carpaccio,Rewe,120 g,,https://images.openfoodfacts.org/images/products/438/884/425/6101/4.400.jpg,en:meats-and-their-products|en:meals|en:meals-with-meat|en:beef-dishes|en:beef-carpaccio,en:pdo,,d,4,,
Weinbrand Essig,Kühne,750ml,Essig,https://images.openfoodfacts.org/images/products/401/220/001/9108/1.400.jpg,en:condiments|en:vinegars,,,,2,a,
Bulgursalat mit Kräutern,Kühlmann,200 g,,https://images.openfoodfacts.org/images/products/405/100/901/2521/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:meals|en:prepared-salads|en:bulgur-dishes|en:bulgur-salads,,en:gluten,c,3,,
Bunter Linsen Salat,Kühlmann,250 g,,https://images.openfoodfacts.org/images/products/405/100/901/2545/1.400.jpg,en:meals|en:prepared-salads|en:lentil-dishes|en:lentil-salads,,,,,,
Traditional Cheddar Scheiben,Irish Land,175 g,Käse,https://images.openfoodfacts.org/images/products/700/187/470/8125/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cow-cheeses|en:cheeses-from-the-united-kingdom|en:cheeses-from-england|en:sliced-cheeses|en:cheddar-cheese|en:cheddar-slices,,,,,c,
