name,brand,quantity,generic_name,image_url,categories,labels,allergens,nutriscore,nova_group,ecoscore,origins
Hähnchen-Salami mit Putenfleisch & Palmfett,Stockmeyer,100 g,Wurst,,en:meats-and-their-products|en:prepared-meats|en:cured-sausages|en:salami|en:cut|de:geflügelsalami|de:geflügelwurst|de:wurstaufschnitt,en:qs-certification-mark,,e,4,,
Reis-Waffeln,K-Bio,130 g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:puffed-cereal-cakes|en:puffed-rice-cakes,en:vegetarian|en:no-gluten|en:organic|en:crossed-grain-trademark|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:nl-bio-01,en:sesame-seeds,b,1,b,
Schweizer edelbitter-schokolade,Penny,100,Zartbitterschokolade,https://images.openfoodfacts.org/images/products/24926324/10.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:dark-chocolates,en:fair-trade|en:fairtrade-cocoa,en:soybeans,e,3,e,
Schoko Kuvertüre Zartbitter,K-Classic,1pcs,Zartbitterschokolade,,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:dark-chocolates|en:susser-snack,en:fair-trade|en:german-agricultural-society|en:fairtrade-international|en:gold-medal-of-the-german-agricultural-society|en:2020-gold-medal-of-the-german-agricultural-society|en:fairtrade-cocoa,en:milk,e,,d,
Bio Roggenvollkornbrot,REWE,500g,Brot,https://images.openfoodfacts.org/images/products/01395884/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads,en:organic,,,3,,Label
Lätta Extra fit,Lätta,1pcs,Aufstrich,https://images.openfoodfacts.org/images/products/871/920/003/8097/9.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:spreads|en:plant-based-spreads|en:salted-spreads|en:vegetable-fats|en:spreadable-fats|en:margarines|en:light-margarines,en:made-in-the-eu|en:natural-flavors,en:milk,c,4,c,
Okra in Tomatensauce,Baktat,350 g,,https://images.openfoodfacts.org/images/products/869/080/441/0802/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods,,,b,4,,
Zuckerstreusel,Edeka,100g,,https://images.openfoodfacts.org/images/products/431/150/135/8665/3.400.jpg,en:bread-coverings|en:cooking-helpers|en:food-decorations|en:pastry-helpers|en:sprinkles|en:multi-coloured-vermicelli,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2017-gold-medal-of-the-german-agricultural-society,en:gluten|en:milk,e,4,,
Sahne nougat,Bergland,150 g,Bonbons,https://images.openfoodfacts.org/images/products/21282546/3.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons|en:chocolate-eggs|en:filled-chocolate-eggs,en:fair-trade|en:fairtrade-international|en:nutriscore|en:nutriscore-grade-e,en:milk|en:nuts,e,4,,
Feiner Frucht-Joghurt Kirsche,Hofgut,150 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,,en:milk,c,4,b,
Hirten-Salat mit Oliven,Rewe,150 g,Gewürzgurken,https://images.openfoodfacts.org/images/products/433/725/674/0319/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pickles,en:nutriscore|en:nutriscore-grade-d,en:milk,d,4,,
Bauch Speck,Glocken-Beune,300,Schweinefleisch,https://images.openfoodfacts.org/images/products/410/071/025/2112/1.400.jpg,en:meats-and-their-products|en:meats|en:pork-and-its-products|en:pork|en:bacon,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2018-gold-medal-of-the-german-agricultural-society,,e,4,,
Früchtekekse,Pural,320 g,Kekse,https://images.openfoodfacts.org/images/products/318/434/007/2204/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,en:organic|en:eu-organic|en:non-eu-agriculture|de:eg-öko-verordnung|en:eu-agriculture|en:eu-non-eu-agriculture|en:nl-bio-01|en:no-added-sugar,en:eggs|en:gluten|en:nuts|en:sesame-seeds|en:soybeans|en:gluten|en:nuts,,4,b,
Feigen Soft-Früchte,GutBio,200g,,https://images.openfoodfacts.org/images/products/29098309/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:dried-products|en:fruits-based-foods|en:dried-plant-based-foods|en:dried-fruits|en:dried-figs,en:organic|en:eu-organic|de:eg-öko-verordnung|en:fr-bio-01,,d,1,c,
Joghurt mit der Ecke Knusper Original,Müller,150 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts|en:yogurts-with-cereals,en:made-in-germany,en:gluten|en:milk|en:nuts,c,4,b,
Decor Waffelherzen,DeBeukelaer,50 g,Waffeln,https://images.openfoodfacts.org/images/products/400/151/811/0867/2.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:pastries|en:waffles,de:fsc-c100130,en:eggs|en:gluten|en:milk,e,4,c,
Biologisches Natives Olivenöl Extra,Terra Creta,1 l,Olivenöl,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|en:olive-tree-products|en:vegetable-oils|en:olive-oils|en:extra-virgin-olive-oils|en:virgin-olive-oils,en:organic|en:eu-organic|en:kosher|en:gr-bio-03|en:orthodox-union-kosher|de:bio-hellas|de:the-traceable-olive-oil,,b,2,c,Griechenland
Mein Crunchy Mandel-Nuss,Bioland,,Müsli,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:mueslis,en:organic|en:bioland,en:gluten|en:nuts,c,3,b,
Gifflar Zimtschnecken,Pagen,260g,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:pastries,,,d,,,
Conchiglioni,Freihofer Gourmet,,Nudeln,https://images.openfoodfacts.org/images/products/29019380/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,,,,,,
Coleslaw Salat mit Karotten,Kühlmann,400 g,,https://images.openfoodfacts.org/images/products/405/100/903/4998/1.400.jpg,en:snacks|en:salty-snacks|en:appetizers|en:meals|en:prepared-salads|en:coleslaw,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan,,c,,a,
Streichcreme Paprika Chili,Alnatura,180 g,Aufstrich,https://images.openfoodfacts.org/images/products/410/170/203/8080/1.400.jpg,en:spreads|en:salted-spreads|de:aufstrich,en:organic|en:vegetarian|en:eu-organic|en:non-eu-agriculture|en:vegan|en:de-oko-001|en:eu-agriculture|en:eu-non-eu-agriculture|en:the-vegan-society,,d,3,,
"Pistazien, ungesalzen",,,Nüsse,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:nuts-and-their-products|en:nuts|en:pistachios,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:nutriscore,,,,e,
Gemüse Wrap mit Hackfleisch,Maggi,1pcs,Brot,https://images.openfoodfacts.org/images/products/761/303/567/7647/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:flatbreads,,,e,,,
Jarlsberg,Meine Käserei,119 g,Käse,https://images.openfoodfacts.org/images/products/281/235/000/1198/2.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|de:jarlsberg,,en:milk,d,3,d,
Mandel Pralinen,Château,200 g,Bonbons,https://images.openfoodfacts.org/images/products/406/145/804/0402/11.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons|en:chocolate-covered-nuts-and-fruits|en:chocolate-covered-nuts|en:chocolate-coated-almonds,en:sustainable-farming|en:green-dot|en:rainforest-alliance|en:utz-certified|en:utz-certified-cocoa,en:milk|en:nuts|en:soybeans|de:sojal,e,4,c,
Fränkischer Grünkern,DmBio,500g,,https://images.openfoodfacts.org/images/products/406/644/708/7628/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:cereal-grains|en:wheats|en:spelts|de:grünkern,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:de-oko-001|en:eu-agriculture|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:made-in-germany|de:dm-markenqualität,en:gluten|en:gluten|de:weizenart,b,1,,"Franken,Deutschland"
Schafskäse leicht,Omiros,150 g,Käse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:sheep-s-milk-cheeses,en:vegetarian|en:no-gmos|de:ohne-gentechnik,en:milk,d,3,c,Griechenland
Dinkel Dralli,Recheis,350g,Nudeln,https://images.openfoodfacts.org/images/products/900/045/203/1165/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,,en:eggs|en:gluten,a,1,,
Früchte Hafer-Müsli,LIDL,750g,Müsli,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:cereals-with-fruits|en:mueslis|en:mueslis-with-fruits,en:fsc|en:fsc-mix|en:nutriscore|en:nutriscore-grade-a,en:gluten|en:nuts,c,3,b,
Tortilla Röllchen,Bio Zentrale,125g,Chips,https://images.openfoodfacts.org/images/products/400/500/910/4625/10.400.jpg,en:snacks|en:salty-snacks|en:appetizers|en:chips-and-fries|en:meals|en:crisps|en:corn-chips,en:no-gluten|en:organic|en:eu-organic|de:eg-öko-verordnung,,d,3,a,
Jeden Tag Pflanzencreme,Jeden Tag,500 ml,,https://images.openfoodfacts.org/images/products/430/618/801/0005/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|de:pflanzencreme,,,c,4,,
Kartoffelsalat mit Essig- und Öl-Dressing,Aldi,1000 g,,https://images.openfoodfacts.org/images/products/406/145/801/8579/7.400.jpg,en:meals|en:prepared-salads|en:potato-dishes|en:potato-salads|de:kartoffelsalat,en:german-agricultural-society|en:vegetarian|en:gold-medal-of-the-german-agricultural-society|en:vegan|en:2021-gold-medal-of-the-german-agricultural-society|en:european-vegetarian-union|en:european-vegetarian-union-vegan,en:gluten|en:mustard,c,4,d,
Knorr Goldaugen,Knorr,130g,Suppe,,en:dried-products|en:meals|en:dried-products-to-be-rehydrated|en:soups|en:dried-meals|en:dehydrated-soups,,en:gluten|en:soybeans,,4,,
Götterspeise Waldmeister Geschmack,Dr. Oetker,"23,4 g",,https://images.openfoodfacts.org/images/products/400/058/334/5303/3.400.jpg,en:desserts|en:cooking-helpers|en:dessert-mixes|en:jelly-desserts|en:mixes-for-jelly-desserts,,,c,4,,
Amaranth Schokolette Zartbitter,Allos,140 g,,https://images.openfoodfacts.org/images/products/401/624/952/7303/4.400.jpg,en:snacks|en:sweet-snacks|en:bars|en:cereal-bars,en:organic|en:eu-organic|de:eg-öko-verordnung|en:fsc|en:fsc-mix|en:green-dot|en:made-in-germany,en:gluten,e,3,,
Vollwert-Brot,Mestemacher,500 g,Vollkornbrot,https://images.openfoodfacts.org/images/products/400/044/600/1513/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:wholemeal-breads,en:organic|en:eu-organic|en:de-oko-001|en:green-dot|en:nutriscore|en:nutriscore-grade-a,en:gluten,a,3,,
Hühner Nudeltopf,Edeka,800 g,Suppe,https://images.openfoodfacts.org/images/products/431/150/134/8406/1.400.jpg,en:canned-foods|en:meals|en:soups|en:canned-meals,,en:celery|en:eggs|en:gluten|en:milk|en:mustard,c,4,,
Schoko-Nuss,Alnatura,250 g,Nusscreme,https://images.openfoodfacts.org/images/products/410/442/017/7963/15.400.jpg,en:breakfasts|en:spreads|en:sweet-spreads|fr:pates-a-tartiner|en:hazelnut-spreads|en:chocolate-spreads|en:cocoa-and-hazelnuts-spreads|de:schoko-nussaufstrich,en:organic|en:eu-organic|de:bio-7-initiative|de:eg-öko-verordnung|en:de-oko-006|de:bio-label-german,en:lupin|en:milk|en:nuts|en:sesame-seeds,e,3,c,
Paprika süss,Coop,,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:paprika,,,,,,
Sprühfertige Schlagcreme,Schlagfix,200ml,Sahne,,en:plant-based-foods-and-beverages|en:dairies|en:plant-based-foods|en:creams|en:plant-based-creams|en:pressurized-whipped-cream-substitutes|en:whipped-creams,en:sustainable|en:no-gluten|en:vegetarian|en:halal|en:kosher|en:sustainable-palm-oil|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:kosher-parve|en:no-lactose|en:no-soy|en:roundtable-on-sustainable-palm-oil,,d,4,a,Deutschland
Grillgemüse TK,K-Classic,750g,,https://images.openfoodfacts.org/images/products/433/718/582/5385/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:frozen-foods|en:frozen-plant-based-foods|en:frozen-plant-based-foods-mixes,,,b,,,
"Kartoffelsalat Gurke, Zwiebel & Ei",popp,400 g,,,en:meals|en:prepared-salads|en:potato-dishes|en:potato-salads|en:salads,,en:eggs|en:mustard,c,4,b,Deutschland
Kakaokekse Kakaoflarn,Sondey,525 g,Kekse,https://images.openfoodfacts.org/images/products/405/648/926/6846/3.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:oatmeal-cookies,en:nutriscore|en:nutriscore-grade-e|en:rainforest-alliance,en:eggs|en:gluten,e,4,c,
"Champignons in Scheiben, 1. Wahl",King's Crown,170 g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetable-based-foods-and-beverages|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:mushrooms-and-their-products|en:mushrooms|en:champignon-mushrooms,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2021-gold-medal-of-the-german-agricultural-society|en:nutriscore,,a,3,,
Die Ofenfrische Salami,Dr. Oetker,390g,Tiefkühlpizza,,en:frozen-foods|en:meals|en:pizzas-pies-and-quiches|en:pizzas|en:frozen-pizzas-and-pies|en:frozen-pizzas,en:made-in-germany|en:nutriscore|en:nutriscore-grade-d,en:gluten|en:milk,d,4,,
Faella Spiraleh,Faella,500g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:dry-pastas,,,,,,
Granatapfelkerne,REWE Beste Wahl,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:seeds|de:kerne,en:nutriscore|en:nutriscore-grade-a,,c,,,
Qualité & Prix Erbsen mit Karotten fein,coop,850g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:legumes-and-their-products|en:canned-foods|en:legumes|en:vegetables-based-foods|en:canned-plant-based-foods|en:canned-vegetables|en:canned-legumes|en:canned-peas-and-carrots,,,a,3,a,
Kalamata Oliven mit Balsamessig in Olivenöl,Mani,,Gewürzgurken,https://images.openfoodfacts.org/images/products/520/242/320/0226/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pickles|en:olive-tree-products|en:plant-based-pickles|en:olives,en:vegetarian|en:vegan,,e,,a,
Euka-Menthol,Vivil,100 g,,https://images.openfoodfacts.org/images/products/40204680/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies|de:hustenbonbons,,,b,,c,
7 Kräuter Dressing,Just Spice 0.70,8g,Soße,https://images.openfoodfacts.org/images/products/426/043/167/7141/1.400.jpg,en:condiments|en:sauces|en:salad-dressings,,,c,,d,
Chipolatas Mit Kräutern Der Provence,Les Occitanes,,Wurst,https://images.openfoodfacts.org/images/products/301/817/040/1432/2.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages|en:french-sausages|en:chipolatas,en:french-meat|en:french-pork,,c,4,d,
Kakao Natur Pur,Bioland,60g,,https://images.openfoodfacts.org/images/products/426/063/292/0053/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:seeds|en:pumpkin-and-squash-plant-products|en:cucurbitacea-seeds|en:pumpkin-seeds-and-their-products|en:pumpkin-seeds|en:roasted-pumpkin-seeds|de:geröstete-kürbiskerne-mit-zucker-und-kakao,en:organic|en:bioland,,c,3,e,
Bio Leberwurst Fein,Dulano,125 g,Aufstrich,https://images.openfoodfacts.org/images/products/433/561/911/4265/1.400.jpg,en:meats-and-their-products|en:spreads|en:meat-preparations|en:prepared-meats|en:meat-spreads|xx:liverwurst|en:liverwurst-spreads,en:no-gluten|en:organic|en:eu-organic|de:eg-öko-verordnung|en:nutriscore,,e,4,e,
Salami nach französischer Art,Lidl,,Wurst,https://images.openfoodfacts.org/images/products/405/648/904/0897/1.400.jpg,en:meats-and-their-products|en:prepared-meats|en:cured-sausages|en:salami,,,e,,e,
"Sahne-Fruchtjoghurt, mild, Pfirsich-Maracuja",N+G Frischprodukten Vertriebs-GmbH,150 g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts,en:nutriscore|en:nutriscore-grade-c,en:milk,c,4,b,
Lachgummi Frucht & Joghurt,nimm2,250g,Gummibärchen,https://images.openfoodfacts.org/images/products/401/440/091/2166/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies|en:gummi-candies,,en:milk,e,4,b,
Weizengrieß Vollkorn,Donath,500 g,,https://images.openfoodfacts.org/images/products/401/361/800/4519/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:cereal-semolinas|en:wheat-semolinas,en:organic|en:eu-organic|de:eg-öko-verordnung|en:biodynamic-agriculture|en:de-oko-001|en:demeter|de:deutsche-landwirtschaft,,a,,,Deutschland
Afri cola Bonbons,afri cola,50 g,,https://images.openfoodfacts.org/images/products/400/259/013/1313/3.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies,,,e,4,c,
RinderFond,Escoffier,1pcs,,https://images.openfoodfacts.org/images/products/405/870/073/1058/1.400.jpg,en:broths|en:beef-broth|en:groceries,,,,,,
YOGOS Joghurterzeugnis Pur nach griechischer Art,Gutes Land,1kg,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts|en:greek-style-yogurts,en:no-gmos|de:ohne-gentechnik,en:milk,a,,b,
Prjaniki mit Mohn,Völker,,,https://images.openfoodfacts.org/images/products/403/095/778/1147/9.400.jpg,en:snacks|en:sweet-snacks,,en:gluten,e,3,,
Thunfisch für Pasta - Knoblauch & Peperoncino,Saupiquet,160 g,Thunfisch,https://images.openfoodfacts.org/images/products/316/595/458/1016/9.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:tunas|en:canned-tunas|en:tunas-in-oil|en:tuna-in-olive-oil,en:no-preservatives,en:fish,d,4,c,"Deutschland,Italien"
Salbei-Bonbons mit Vitamin C,altapharma,50g,,https://images.openfoodfacts.org/images/products/430/561/538/7772/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies,en:fsc|en:fsc-mix|de:fsc-c017592,,e,4,c,
Rahmjogurt - Walnuss,Weihenstephan,150 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,,en:milk|en:nuts,c,4,b,
Lankornesreis parboiled,DmBio,1000g,Reis,https://images.openfoodfacts.org/images/products/405/817/247/0219/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:cereal-grains|en:rices|en:long-grain-rices|en:parboiled-rices|en:white-rices|en:parboiled-white-rices,en:organic|en:eu-organic|de:eg-öko-verordnung|en:it-bio-007|en:naturland,,b,,d,Italy
Festkochende Speisekartoffeln,Natur Lieblinge,"2,5kg",,https://images.openfoodfacts.org/images/products/406/145/824/4329/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:potatoes|en:pflanzliche-lebensmittel-und-getranke,,,b,1,a,
Schokohasen Vollmilch,Favorina,"397,5 g",Vollmilchschokolade,https://images.openfoodfacts.org/images/products/405/648/997/9548/4.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:milk-chocolates,,en:milk,e,4,e,
Ingwer in Zartbitterschokolade,DmBio,85 g,Bonbons,https://images.openfoodfacts.org/images/products/405/817/260/1774/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:european-vegetarian-union|en:european-vegetarian-union-vegan,,e,,,
Chili Gewürzzubereitung,Ostmann,35g,,https://images.openfoodfacts.org/images/products/400/267/404/1477/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:spice-mix|en:groceries,en:green-dot,,,4,e,
Bratenschmalz,Siebenschuh,150g,Aufstrich,https://images.openfoodfacts.org/images/products/400/222/300/1709/3.400.jpg,en:spreads|en:spreadable-fats,,,e,,,
Panforte di Siena I.G.P.,,100 g,,https://images.openfoodfacts.org/images/products/801/082/600/1350/1.400.jpg,en:snacks|en:desserts|en:sweet-snacks|en:confectioneries|en:festive-foods|en:christmas-foods-and-drinks|en:christmas-sweets|en:panforte|it:panforte-di-siena,en:pgi,,d,,,
Aprikosen halbe Früchte gezuckert,Beste Ernte,820g,Obst,https://images.openfoodfacts.org/images/products/433/718/525/1436/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:canned-plant-based-foods|en:fruits-based-foods|en:fruits|en:canned-fruits|en:apricots,,,,,,
Bratkartoffel Mit Speck,Grocholl,500 g,,https://images.openfoodfacts.org/images/products/400/795/100/3476/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:potatoes,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2017-gold-medal-of-the-german-agricultural-society,,c,4,,
Wintersnack Cracker salzig,Rewe,150 g,,,en:snacks|en:salty-snacks|en:appetizers|en:biscuits-and-crackers|en:crackers-appetizers,en:nutriscore|en:nutriscore-grade-e,en:gluten|en:milk,e,4,c,
Hof Roastie,Allos,,Müsli,https://images.openfoodfacts.org/images/products/401/624/912/2997/8.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:mueslis,en:organic|en:vegetarian|en:eu-organic|en:non-eu-agriculture|en:vegan|en:de-oko-001|en:eu-agriculture|en:eu-non-eu-agriculture|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:made-in-germany,en:milk|en:nuts|en:sesame-seeds|en:soybeans,a,,a,
Tunfisch Filets in nativen Olivenöl extra,Ja!,185g,Fisch,,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:canned-fishes|de:tunfisch-filets,en:sustainable|en:sustainable-fishery|en:dolphin-safe|en:nutriscore|en:nutriscore-grade-b|en:sustainable-seafood-msc,en:fish,b,3,,
Knusper Eier Erdbeer-Joghurt-Creme,Aldi,,Bonbons,,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:festive-foods|en:chocolate-candies|en:bonbons|en:easter-food|en:chocolate-eggs|en:easter-eggs|en:filled-chocolate-eggs,en:fair-trade|en:fairtrade-international|en:nutriscore|en:nutriscore-grade-e,en:gluten|en:milk,e,4,,
Erdnuss Berge,Lambertz,250g,Weiße Schokolade,https://images.openfoodfacts.org/images/products/400/689/431/4205/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:white-chocolates,en:fair-trade|en:green-dot|en:made-in-germany|de:mach-mit,en:milk|en:peanuts,e,4,e,
"Streusel Liebe, Zuckerdekore",Ruf,140g,,,en:snacks|en:sweet-snacks|en:confectioneries|en:food-decorations,,en:gluten,e,4,,Deutschland
Wie Reis rote Linsen,bio zentrale,280 g,Linsen,https://images.openfoodfacts.org/images/products/400/500/910/2454/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:legumes|en:seeds|en:legume-seeds|en:pulses|en:lentils,en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung,,a,1,,
Apfel-Gelee,Bonne Maman,370g,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:fruit-jellies|en:apples-jellies,en:no-gluten,,d,4,b,
Weiße Spargelstangen,K-Classic,660g,Gemüse,https://images.openfoodfacts.org/images/products/406/336/701/4369/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:vegetables|en:vegetable-rods|en:asparagus,,,,,b,
Wurst-Kabeltrommel,Gut Kampen,240 g,Wurst,,en:meats-and-their-products|en:prepared-meats|en:cured-sausages,,,e,4,,
Pfeffer chips,K-Classic,75 g,Kartoffelchips,https://images.openfoodfacts.org/images/products/433/718/571/3347/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:salty-snacks|en:appetizers|en:biscuits-and-crackers|en:chips-and-fries|en:crisps|en:potato-crisps|en:crackers-appetizers|en:flavoured-potato-crisps|en:salt-and-pepper-crisps,,en:gluten|en:milk,e,4,a,
Chicken Sticks,Primana,,Hähnchen,,en:meats-and-their-products|en:meat-preparations|en:meats|en:chicken-and-its-products|en:poultries|en:breaded-products|en:chicken-preparations|en:chickens|en:poultry-nuggets,,,c,,e,
Gefüllte Nougat Pockets,K-Classic,750g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:extruded-cereals|en:filled-cereals,en:fair-trade|en:vegetarian|en:fairtrade-international|en:vegan|en:fairtrade-cocoa|en:fsc|en:fsc-mix|en:nutriscore|en:nutriscore-grade-c,en:gluten|en:nuts|en:soybeans,d,4,d,
Braunhirsemehl,K-Classic,425g,Mehl,https://images.openfoodfacts.org/images/products/401/563/782/2891/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:flours|en:cereal-flours|en:wheat-flours,,en:gluten,,1,,
Würzige Mandeln,DmBio,50 Gramm,,https://images.openfoodfacts.org/images/products/405/817/268/4791/6.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:salty-snacks|en:nuts-and-their-products|en:nut-based-snacks|en:flavoured-nuts|en:flavoured-almonds,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:european-vegetarian-union|en:european-vegetarian-union-vegan,en:nuts|en:soybeans,d,3,,
