name,brand,quantity,generic_name,image_url,categories,labels,allergens,nutriscore,nova_group,ecoscore,origins
Kirschtomaten,ORO D'Italia,1pcs,,https://images.openfoodfacts.org/images/products/400/810/016/9166/5.400.jpg,en:canned-foods|de:ungeschälte-tomaten,en:nutriscore|en:nutriscore-grade-a|de:aus-sonnengereiften-italienischen-tomaten,,a,3,,Italien
Original bayerischer Knödelteig,Burgis,750g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:meals|en:knodel|de:kartoffelknödel|de:knödelteig,en:vegetarian|en:no-gmos|en:vegan|de:ohne-gentechnik|de:gq-bayern,,c,4,,
Chinesische Mie-Nudeln,ASIA,400g,Nudeln,https://images.openfoodfacts.org/images/products/23219403/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles|en:chinese-noodles|xx:asiatische-teigware,,en:gluten,b,3,,China
Dakota Sonnenblumenkerne,Kerem,200 g,,https://images.openfoodfacts.org/images/products/425/103/260/8214/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:seeds|en:sunflower-seeds-and-their-products|en:sunflower-seeds|en:unshelled-sunflower-seeds,,,a,4,d,
Dosenwurst,Kübler,200g,,https://images.openfoodfacts.org/images/products/404/028/805/6234/1.400.jpg,en:canned-foods|de:wurstkonserven,,,,4,,Deutschland
Schoko mini muffins,Confiserie Firenze,6,Kuchen,https://images.openfoodfacts.org/images/products/405/648/941/6296/4.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:cakes|en:muffins,en:rainforest-alliance,en:milk,e,4,,
Mix Nuss,ültje,150g,Nüsse,https://images.openfoodfacts.org/images/products/400/498/053/6005/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:nuts-and-their-products|en:nuts,,,e,,,
Eiernudeln,Giernudeln,500g,Nudeln,https://images.openfoodfacts.org/images/products/401/342/301/2839/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles|en:spaghetti,,,a,,,
Frische Konditorsahne,HANSANO,700g,,,en:dairies,,en:milk,,4,,
Joghurt nach griechischer Art Honig,Edeka,4 x 150 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts|en:greek-style-yogurts,en:fsc|en:fsc-mix|en:made-in-germany,en:milk,c,4,b,
Hitschies Saure Drachenzungen Lollis,Hitschies,,,,en:snacks|en:sweet-snacks|en:confectioneries,en:vegetarian|en:vegan,,,,,
Herbst Gefühl,Florette,200g,,https://images.openfoodfacts.org/images/products/328/022/030/7197/1.400.jpg,en:meals|en:prepared-salads,en:no-preservatives|en:nutriscore|en:nutriscore-grade-a,,a,3,,
Knoblauch-Creme,Wonnemeyer,250g,Aufstrich,https://images.openfoodfacts.org/images/products/406/146/149/7576/4.400.jpg,en:spreads,en:vegetarian|en:european-vegetarian-union|en:european-vegetarian-union-vegetarian,en:eggs|en:milk|en:mustard,c,4,,
Flüssiggewürz,Würzheld,,,https://images.openfoodfacts.org/images/products/426/046/659/9715/1.400.jpg,en:condiments,,,e,,,
Laugen Brioche Rolls,La Fournée Dorée,402g,Brioche,https://images.openfoodfacts.org/images/products/358/722/000/3716/4.400.jpg,en:snacks|en:sweet-snacks|en:sweet-pastries-and-pies|en:viennoiseries|en:brioches,,en:eggs|en:gluten|en:milk|en:sesame-seeds,d,4,c,
Knusprige Waffelschalen,Biscotto,7x13 g,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:confectioneries|en:pastries,,en:gluten|en:soybeans,d,4,,
Vitalschnitte,Rewe Beste Wahl,500 g,Brot,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:special-breads,,en:gluten,b,,,
Honig-Senf Nuss-Mischung,Genuss Plus,150g,,https://images.openfoodfacts.org/images/products/430/561/554/3666/1.400.jpg,en:snacks|en:salty-snacks,en:no-gluten,en:mustard|en:nuts|en:peanuts,e,4,,
Suppengemüse,Edeka,1000 g,Gemüse,https://images.openfoodfacts.org/images/products/431/159/647/5872/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:vegetables|en:frozen-plant-based-foods|en:frozen-vegetables|en:mixed-vegetables|en:mixtures-of-vegetables-for-broth,,en:celery,a,1,,
Vegane Fischfrikadellen,Greenforce,125g,,https://images.openfoodfacts.org/images/products/426/032/221/5841/2.400.jpg,en:meat-alternatives|en:meat-analogues|en:breaded-products|en:breaded-fish-substitutes,,,e,,,
Nudeln Hörnchen,Carboni,1kg,Nudeln,https://images.openfoodfacts.org/images/products/409/920/001/4616/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,,,,,,
Marinierter Grillkäse Paprika,Rougette,180 g,Käse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,en:green-dot|en:no-lactose,en:milk,c,3,d,
Pizza-Tomaten,Beste Ernte,,Gemüse,https://images.openfoodfacts.org/images/products/431/626/845/6692/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:vegetables|en:canned-vegetables|en:tomatoes-and-their-products|en:tomatoes|en:canned-tomatoes|en:peeled-tomatoes,,,,,b,
Lauchgefühl,Grünländer,120 g,Käse,https://images.openfoodfacts.org/images/products/400/246/822/0057/3.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cow-cheeses,en:no-gluten|en:no-gmos|de:haltungsform|de:ohne-gentechnik|en:green-dot|en:no-lactose|de:dlg-tierwohl-gold-zertifizierte-milch|de:haltungsform-4-premium|de:natürliche-zutaten,en:milk,c,3,d,
Bio Haselnussriegel mit Schokolade,Koro,50g,,,en:snacks|en:sweet-snacks|en:confectioneries|en:bars,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung,,e,,,
Orient Burger auf Couscousbasis,Davert,,,https://images.openfoodfacts.org/images/products/401/933/964/3068/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:meat-alternatives|en:meat-analogues,en:vegetarian|en:vegan|en:the-vegan-society,,d,,,
Like Mini Frikadellen,Like Meat,160 g,,https://images.openfoodfacts.org/images/products/426/038/066/2472/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:meat-alternatives|en:meat-analogues|de:frikadellen-auf-sojabasis,en:no-gluten|en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:new,en:soybeans,d,4,,
Gelee extra Holunderbeere,Tegut,,Aufstrich,https://images.openfoodfacts.org/images/products/430/572/007/4871/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:fruit-jellies|en:elderberry-jellies,,,d,,b,
Feierabend Kaiserbrötchen,,5 Stk,Brötchen,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:bakery-products|en:german-bakery-products|en:bread-rolls,,en:gluten|en:sesame-seeds,d,3,,
Djuvec-Reis mit Fleischbällchen,la finesse,800g,,https://images.openfoodfacts.org/images/products/404/724/747/0650/2.400.jpg,en:canned-foods|en:meals|en:canned-meals,en:nutriscore|en:nutriscore-grade-c,,c,4,,
Haferflocken Kernig lose,REWE,500g,,https://images.openfoodfacts.org/images/products/438/884/422/1505/12.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:flakes|en:cereal-flakes|en:extruded-flakes|en:rolled-flakes|en:rolled-oats,,,a,,a,
Chinesisches Fünf Gewürz,Schuhbecks Gewürze,,,https://images.openfoodfacts.org/images/products/404/916/218/0430/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:spice-mix|en:groceries,,,,,e,
Risotto - Tomate & Basilikum,Aldi,250 g,,https://images.openfoodfacts.org/images/products/406/146/487/8679/1.400.jpg,en:meals|en:rice-dishes|en:risottos,en:nutriscore|en:nutriscore-grade-d,,,,,
Knüsper Müsli Dinkel,Edeka Bio,500g,Müsli,https://images.openfoodfacts.org/images/products/431/150/163/6190/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:mueslis,en:organic,en:gluten,b,3,b,
Sanella / Rama zum Backen,Rama,1pcs,Aufstrich,https://images.openfoodfacts.org/images/products/871/920/009/9074/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:spreads|en:plant-based-spreads|en:salted-spreads|en:vegetable-fats|en:spreadable-fats|de:streichfette,en:vegetarian|en:vegan,,d,4,,
Feinjoghurt - Kirsche,Mövenpick,150 g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts,en:no-flavors,en:milk,c,4,b,
Indisches Dal,daily deli,400 g,,https://images.openfoodfacts.org/images/products/400/627/605/6693/1.400.jpg,en:meals,en:vegetarian|en:european-vegetarian-union|en:european-vegetarian-union-vegetarian|en:made-in-germany,,,,,"Europäische Union,Nicht-EU"
Skandinavischer Räucherlachs,Almare,200 g,Räucherlachs,https://images.openfoodfacts.org/images/products/12208887/1.400.jpg,en:seafood|en:fishes-and-their-products|en:fishes|en:fatty-fishes|en:salmons|en:smoked-fishes|en:smoked-salmons,,,,,,
Knäckebrot Käse & kürbisken,Kaufland Bio,200g,Brot,https://images.openfoodfacts.org/images/products/406/336/733/4542/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:crispbreads,en:organic|en:eu-organic|en:nl-bio-01|en:nutriscore|en:nutriscore-grade-c,,c,,,
Bio Schwarzbrot Brotbackmischung Glutenfrei,Rewe,,Mehl,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:flours|en:specific-products|en:products-for-specific-diets|en:products-without-gluten|en:bread-flours,en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:nutriscore|en:nutriscore-grade-a,,c,4,,
Knödelinos,Burgis,6pcs,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas,en:vegetarian|en:no-lactose,en:eggs|en:gluten,c,3,,
Alnavit,Alnavit,,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:spaghetti|en:pflanzliche-lebensmittel|en:pflanzliche-lebensmittel-und-getranke|en:teigwaren,en:no-gluten|en:organic|en:vegetarian|en:vegan,,b,,,
Trüffel gehobelt und eingelegt in Olivenöl,Gourmet Finest Cuisine,40g,,https://images.openfoodfacts.org/images/products/406/146/172/8649/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:mushrooms-and-their-products|en:mushrooms|en:truffles,,,c,4,,
Mint Chocs,Storck,,Bonbons,,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons,,en:milk|en:nuts|en:soybeans,e,4,,
Heringsfilets in Pfeffer-Creme,Almare Seafood,200g,Fisch,,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:fish-fillets|en:fish-preparations|en:herring|en:canned-herrings|en:herring-fillets,en:sustainable|en:sustainable-fishery|en:sustainable-seafood-msc,en:fish|en:mustard,c,4,a,"Deutschland,Polen"
Rotköhlchen,Querbeet,180g,,https://images.openfoodfacts.org/images/products/426/064/385/0585/1.400.jpg,en:meat-alternatives|en:vegetarian-patties|de:vegane-bällchen|de:vegane-nuggets,en:vegetarian|en:vegan|en:no-additives|en:no-palm-oil|de:ohne-soja|de:unter-schutzatmosphäre-verpackt,en:gluten,c,4,b,
Glutenfreie Haferriegel Peanut Coconut Cocoa,enjoy free!,90 g,,https://images.openfoodfacts.org/images/products/406/145/822/2570/1.400.jpg,en:snacks|en:sweet-snacks|en:specific-products|en:products-for-specific-diets|en:bars|en:products-without-gluten,en:no-gluten|en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan,en:gluten|en:peanuts,d,3,,
Bretzel mit Meersalz-Butter,Betty Bossi,80 g,Brot,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:special-breads|en:bread-pretzels,en:lacto-vegetarian|en:vegetarian|en:european-vegetarian-union|en:european-vegetarian-union-vegetarian|en:made-in-swiss,en:gluten|en:milk,d,4,,
Bio Sonnenblumen Kerne,Kotany,250g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:seeds|en:sunflower-seeds-and-their-products|en:sunflower-seeds,en:organic|en:eu-organic|en:at-bio-402,,a,1,b,
Cantabriche,Rizzoli,1pcs,Fisch,,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:canned-fishes,en:sustainable|en:sustainable-fishery|en:sustainable-seafood-msc,,e,,,
Bio-Fruchtjoghurt - Mango,Aldi,150g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts,en:organic|en:eu-organic|de:eg-öko-verordnung|en:fsc|en:fsc-mix|de:de-öko-003-eu-nicht-eu-landwirtschaft|de:keine-verwendung-mineralischer-stickstoffdünger|de:ohne-chemisch-synthetische-pflanzenschutzmittel,en:milk,c,3,a,
Süss Sauer Sauce,Naba Feinkost,325ml,Soße,https://images.openfoodfacts.org/images/products/401/318/202/2124/6.400.jpg,en:condiments|en:sauces|en:meal-sauces|en:vegetable-sauces,en:organic|en:eu-organic|de:eg-öko-verordnung,en:sesame-seeds|en:soybeans,c,4,,
Tomatensoße Gewürz,Just Spices,60 g,,https://images.openfoodfacts.org/images/products/426/043/167/3303/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:groceries,,en:celery|en:celery,,3,,
Bio Criollo Kakaopulver roh,Terra Elements,500 g,,https://images.openfoodfacts.org/images/products/425/146/180/0562/1.400.jpg,en:cocoa-and-its-products|en:cocoa-and-chocolate-powders|en:cocoa-powders,en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|en:de-oko-037,,,1,d,
Frische Girasoli - Spianata und Friarielli,Aldi,250 g,Nudeln,https://images.openfoodfacts.org/images/products/406/145/815/1238/9.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:meals|en:pasta-dishes|en:pastas|en:stuffed-pastas,en:nutriscore|en:nutriscore-grade-c|de:atc|de:unter-schutzatmosphäre-verpackt,en:eggs|en:gluten|en:milk,c,4,,
Peppasweet Frischkäse,Gutes Land,1pcs,Käse,https://images.openfoodfacts.org/images/products/431/626/868/1971/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,en:no-gmos|de:ohne-gentechnik|en:nutriscore,,d,,d,
Maggi Rahmsauce Zu Braten,Maggi,250g,,https://images.openfoodfacts.org/images/products/761/303/132/0899/3.400.jpg,en:groceries,,,c,,,
Mandeln blanchiert,Backfee,100g,Nüsse,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:nuts-and-their-products|en:nuts|en:almonds,,,a,,e,
Delikatess Gemüse Brühe,Kaufland,pcs,,https://images.openfoodfacts.org/images/products/872/018/208/8987/4.400.jpg,en:dried-products|en:dried-products-to-be-rehydrated|en:broths|en:dehydrated-broths|en:bouillon-cubes|en:bruhen|en:lebensmittel,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan,en:celery,,4,,
Frühsportfreunde Bio Hafer-Granola mit Früchten,Heyho!,,,https://images.openfoodfacts.org/images/products/426/051/949/0013/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals,en:vegetarian|en:vegan,,d,,e,
Bockwurst Meica,Meica,720 g,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages|de:vorgebrühte-würste|en:precooked-sausages,,,,,,
Frische Raviolini - Kirschtomaten und Burrata,Aldi,250 g,,https://images.openfoodfacts.org/images/products/406/146/383/9930/5.400.jpg,en:meals|en:pasta-dishes|en:stuffed-pastas|de:eierteigwaren|de:teigtaschen,en:nutriscore|en:nutriscore-grade-d|de:unter-schutzatmosphäre-verpackt,en:eggs|en:gluten|en:milk,d,4,,
Hähnchen Mediterraneo in Tomatensauce,Gustoria,400 g,,https://images.openfoodfacts.org/images/products/21888229/7.400.jpg,en:meals|en:microwave-meals,en:fsc|en:fsc-mix|en:nutriscore|en:nutriscore-grade-b,en:gluten|en:milk,b,4,,
Bretzli,Kambly,98 g,Kekse,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,en:no-preservatives|en:no-colorings|en:no-hydrogenated-fats|en:no-palm-oil|fr:sans-aromes-ni-colorants-artificiels,en:eggs|en:gluten|en:milk,e,4,c,
Mini-Gugelhupf - Marmor,Kuchenmeister,250g,Kuchen,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:cakes|en:pound-cake|en:marble-cakes|de:napfkuchen,en:nutriscore|en:rainforest-alliance,en:eggs|en:gluten|en:milk,e,4,c,
Sommer Blütenhonig,,,Aufstrich,https://images.openfoodfacts.org/images/products/426/001/835/0061/1.400.jpg,en:breakfasts|en:spreads|en:sweet-spreads|en:bee-products|en:farming-products|en:sweeteners|en:honeys,en:organic|en:bioland,,,2,b,
Himalaya Salz,,,Salz,,en:condiments|en:salts|en:groceries,,,,2,a,
Bio-Speisequark Magerstufe,Bio Unsere Heimat,500 g,Frischkäse,https://images.openfoodfacts.org/images/products/437/398/007/4375/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:desserts|en:dairy-desserts|en:quarks|en:cream-cheeses|en:lean-quark,en:organic|en:eu-organic|en:de-oko-003,en:milk,a,3,c,
"Maiswaffeln mit Reis, Amaranth und Leinsamen",Kaufland,,Brot,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:sweet-snacks|en:biscuits-and-cakes|en:cereals-and-their-products|en:breads|en:pastries|en:puffed-cereal-cakes|en:waffles|en:puffed-corn-cakes,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:nl-bio-01,,c,,a,
8 Mix Ecken,Gutes Land,250 g,Käse,https://images.openfoodfacts.org/images/products/431/626/857/6956/8.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:processed-cheese,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:no-gmos|de:ohne-gentechnik|en:2020-gold-medal-of-the-german-agricultural-society,en:milk,e,4,d,
Familienmüsli,Bruckmayer Mühle,2kg,Müsli,https://images.openfoodfacts.org/images/products/926/876/146/0513/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:mueslis,,en:gluten,b,3,a,Aus Deutschland
Gebratene Nudeln Bami Goreng Style,Kania,125g,,https://images.openfoodfacts.org/images/products/405/648/987/0012/1.400.jpg,en:meals|en:pasta-dishes|en:meals-with-meat|en:poultry-meals|en:meals-with-chicken,en:nutriscore|en:nutriscore-grade-c,,e,,e,
Trafo,Organic Food,100g,Kartoffelchips,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:salty-snacks|en:appetizers|en:chips-and-fries|en:crisps|en:potato-crisps,,,d,3,b,
Fruchtix Erdbeer-Rhabarber,Fruchtix,239,Aufstrich,https://images.openfoodfacts.org/images/products/426/038/667/0044/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:citrus-jams|en:marmalades,en:organic|en:vegetarian|en:vegan|en:bioland,,c,4,,Deutschland
Die Bio Dinkel Mienudeln,Mister Mie,250g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:de-oko-003|en:made-in-germany,,c,3,,
Feinkost-Sauce - Paprika-Mango,Aldi,200 ml,Soße,https://images.openfoodfacts.org/images/products/406/146/172/6959/1.400.jpg,en:condiments|en:sauces,en:nutriscore|en:nutriscore-grade-d,en:mustard,e,4,,
Bohnen-Speck Suppeneintopf mit geräuchertem Speck,Knorr,500g,Suppe,,en:canned-foods|en:meals|en:soups|en:canned-meals|en:canned-soups|de:bohnensuppe,,en:celery|en:gluten|en:soybeans,b,4,,
Dosenbrot Sonnblumenbrot- Fach 18,Goldähren,500g,Roggenbrot,https://images.openfoodfacts.org/images/products/406/145/807/9556/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:rye-breads|en:wholemeal-breads,en:nutriscore|en:nutriscore-grade-a,en:gluten,c,3,a,
Schmackhafte Soße zu Schweinebraten,kk,3pcs,Soße,,en:condiments|en:dried-products|en:dried-products-to-be-rehydrated|en:sauces|en:dehydrated-sauces,en:nutriscore|en:nutriscore-grade-c,en:celery|en:gluten,,4,,Deutschland
Daim Eis,Daim,,Eis,,en:snacks|en:desserts|en:sweet-snacks|en:confectioneries|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams|en:ice-cream-tubs|en:caramel-topped-ice-creams,,,e,,b,
Linsenaufstrich - Vegane Leberwurst,Alnatura,165g,Aufstrich,https://images.openfoodfacts.org/images/products/410/442/018/0567/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:plant-based-spreads|en:salted-spreads|en:lentil-spreads|en:liverwurst-spread-substitutes,en:organic|en:vegetarian|en:eu-organic|en:non-eu-agriculture|en:vegan|de:eg-öko-verordnung|en:de-oko-013|en:eu-agriculture|en:eu-non-eu-agriculture|en:the-vegan-society,en:gluten|en:soybeans,d,3,,
Lieblings-Milchreis - Klassische Art,Mondamin,125 g,Milchreis,,en:desserts|en:puddings|en:rice-puddings,,,b,4,c,
Bienenhelfer Erdbeere-Kirsche,Schwartau,340 g,Beerenmarmelade,https://images.openfoodfacts.org/images/products/401/180/086/7317/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:jams|en:berry-jams|en:citrus-jams|en:marmalades,de:nein,,d,4,b,
Mein Crunchy Himbeer-Zitrone,Bohlsener Mühle,,Müsli,https://images.openfoodfacts.org/images/products/400/556/100/7341/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:mueslis,en:organic|en:bioland,en:gluten|en:milk,c,3,b,getreide aus Deutschland
Pistazie Vanille,Mövenpick,430 g / 850 ml,Eis,,en:desserts|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams|en:ice-cream-tubs,,en:milk|en:nuts,d,4,b,
"Backmischung, Brownies",K-Classic,1pcs,,,en:cooking-helpers|en:baking-mixes|en:dessert-mixes|en:pastry-helpers|en:cake-mixes,en:rainforest-alliance,,,,,
Tagliatelle mit lachs,Maggi,65 g,,https://images.openfoodfacts.org/images/products/42394679/3.400.jpg,en:condiments|en:groceries,,en:milk,e,4,,de:deutschland
Kochkäse mit Kümmel,Esko,200g,Käse,https://images.openfoodfacts.org/images/products/41002728/15.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:french-cheeses|en:processed-cheese|en:cancoillottes,,en:milk|de:schnittkäse,c,4,d,
Frisches Zaziki,Milram,200 g,Frischkäse,https://images.openfoodfacts.org/images/products/40363929/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:desserts|en:dairy-desserts|en:quarks|en:cream-cheeses,,en:milk,c,3,d,
Holländer Schmelzkäse,Alpenhof,150 g,Käse,https://images.openfoodfacts.org/images/products/900/930/100/5982/4.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:spreads|en:salted-spreads|en:cheese-spreads,,en:milk,d,4,c,
Tomatenfruchtfleisch in Stücken,Pomito,400 g,Gemüse,https://images.openfoodfacts.org/images/products/803/279/334/3462/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:vegetables|en:canned-vegetables|en:tomatoes-and-their-products|en:tomatoes|en:canned-tomatoes,,,a,,a,
Sesamriegel,Aha!,"27,2 g",,,en:snacks|en:sweet-snacks|en:confectioneries|en:candies|pl:sezamki,,en:sesame-seeds,d,4,c,
Delikatess Mini Frikadellen,Gut & Günstig,500g,,,en:meats-and-their-products|en:meals|en:meals-with-meat,en:qs-certification-mark,en:eggs|en:gluten|en:mustard,e,4,,
"Nutoka, Haselnuss9",Hofer,400g,Nusscreme,https://images.openfoodfacts.org/images/products/24000222/1.400.jpg,en:breakfasts|en:spreads|en:sweet-spreads|fr:pates-a-tartiner|en:hazelnut-spreads|en:chocolate-spreads|en:cocoa-and-hazelnuts-spreads,en:sustainable-farming|en:utz-certified|en:utz-certified-cocoa,en:milk,e,4,d,
Kurkuma,Ostmann,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:turmeric|en:groceries,,,,1,,
Katjes VitaMinis,Katjes,175g,Gummibärchen,https://images.openfoodfacts.org/images/products/403/740/043/2465/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies|en:gummi-candies,en:vegetarian|en:european-vegetarian-union|en:green-dot|en:natural-flavors|en:no-gelatin,en:milk,e,4,b,
Vegane Wiener,Green Legend,,,https://images.openfoodfacts.org/images/products/401/946/751/1406/1.400.jpg,en:meat-alternatives|en:meat-analogues|en:vegetarian-sausages,,,d,,b,
Topfencreme Vanille,Landliebe,160 g,Frischkäse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:desserts|en:dairy-desserts|en:quarks|en:cream-cheeses,,en:milk,c,4,c,Österreich
Western Kracher,Lorenz,75 g,Chips,https://images.openfoodfacts.org/images/products/401/807/735/3369/1.400.jpg,en:snacks|en:salty-snacks|en:appetizers|en:chips-and-fries|en:meals|en:crisps,,en:gluten|en:milk,e,4,,
Schnitzel vegan,Globus,200g,,https://images.openfoodfacts.org/images/products/430/421/843/4012/5.400.jpg,en:meat-alternatives|en:meat-analogues|en:breaded-products|en:breaded-cutlets-substitutes,en:vegetarian|en:vegan,en:gluten|en:mustard,c,4,,
